submission_id,QUD,RT,age,comments,condition,education,endTime,experiment_id,gender,id,languages,option1,optionLeft,optionRight,question,reaction_times,response,sentence,startDate,startTime,timeSpent,time_spent,trial_name,trial_number,type
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,2,bulgarian,next,NA,NA,,182|398|143|230|350|182|183|174|166|183|151,next,I | found | at | most | ten | of | the | pills | in  | the | bag.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5303,answer_view,4,main
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",3568,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,2,bulgarian,NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the pills she found in the bag.,NA,2,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,conclusion_view,4,main
2438,The judge asks:|The witness responds:,2591,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),HOWMANY,Graduated High School,1628637287982,277,female,1,bulgarian,Next,NA,NA,How many of the coins did you find in the wallet?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,question_view,5,main
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,1,bulgarian,next,NA,NA,,214|142|247|142|158|191|174|174|182|158|168,next,I | found | at | most | ten | of | the | coins | in | the | wallet.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,6157,answer_view,5,main
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",3034,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,1,bulgarian,NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the coins she found in the wallet.,NA,2,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,conclusion_view,5,main
2438,The judge asks:|The witness responds:,4537,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),HOWMANY,Graduated High School,1628637287982,277,female,6,bulgarian,Next,NA,NA,How many of the shot glasses did you find on the kitchen counter?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,question_view,6,main
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,6,bulgarian,next,NA,NA,,214|166|198|175|366|174|167|126|158|278|175|174|167,next,I | saw | at | most | ten | of | the | shot | glasses | on | the | kitchen | counter.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,6733,answer_view,6,main
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6669,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,6,bulgarian,NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the shot glasses she saw on the kitchen counter.,NA,2,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,conclusion_view,6,main
2438,The judge asks:|The witness responds:,3596,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),WHAT,Graduated High School,1628637287982,277,female,5,bulgarian,Next,NA,NA,What did you approximately hear at this event?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,1,filler-plau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,5,bulgarian,Next,NA,NA,,149|247|166|214|198|199|182|110|247|175,Next,I | heard | at | most | ten | women | shouting | at | this | event.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5560,fill_answer,1,filler-plau
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",19631,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,5,bulgarian,NA,not justifiable at all,strongly justifiable,The witness thinks the number of women she heard shouting at this event is comparably low.,NA,1,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,1,filler-plau
2438,The judge asks:|The witness responds:,3785,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),POLAR,Graduated High School,1628637287982,277,female,5,bulgarian,Next,NA,NA,Did you hear less than ten women shouting at this event?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,2,filler-implau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,5,bulgarian,Next,NA,NA,,207|142|239|414|503|3641|182|304|261|208,Next,I | only | heard | less| than | ten | women | shouting | at | this | event.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,10837,fill_answer,2,filler-implau
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",5329,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,5,bulgarian,NA,not justifiable at all,strongly justifiable,The witness thinks the number of women she heard shouting at this event is comparably high.,NA,5,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,2,filler-implau
2438,The judge asks:|The witness responds:,9345,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),DID,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,Did you only see ten pictures of the assault in the locker?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,3,filler-ov
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,,246|278|279|198|230|223|158|214|183|198|200,Next,I | saw | less | than | ten | pictures | of the | assault | in | the | locker.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5108,fill_answer,3,filler-ov
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6639,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,8,bulgarian,NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw nine pictures of the assault in the locker.,NA,5,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,3,filler-ov
2438,The judge asks:|The witness responds:,4203,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),WHAT,Graduated High School,1628637287982,277,female,2,bulgarian,Next,NA,NA,What did you probably see flying in the air?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,4,filler-plau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,2,bulgarian,Next,NA,NA,,206|255|238|190|214|135|198|198|230|175|158|815|218,Next,I | only | saw | less | than | ten | of | the | balloons | flying | in | the | air.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,8871,fill_answer,4,filler-plau
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",7018,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,2,bulgarian,NA,not justifiable at all,strongly justifiable,The witness thinks that the number of the balloons flying in the air is considerably low.,NA,5,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,4,filler-plau
2438,The judge asks:|The witness responds:,4580,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),HOWMANY,Graduated High School,1628637287982,277,female,2,bulgarian,Next,NA,NA,How many of the balloons did you approximately see flying in the air?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,5,filler-oi
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,2,bulgarian,Next,NA,NA,,167|173|191|190|182|183|175|157|174|159|182|167|192,Next,I | only | saw | at | most | ten | of | the | balloons | flying | in | the | air.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5571,fill_answer,5,filler-oi
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",4590,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,2,bulgarian,NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw eleven of the balloons flying in the air.,NA,1,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,5,filler-oi
2438,The judge asks:|The witness responds:,2880,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),WHAT,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,What did you find in the locker?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,6,filler-oi
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,,198|190|183|190|166|182|191|182|166|166|183|143,Next,I | only | found | less | than | ten | pictures | of the | assault | in | the | locker.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,4733,fill_answer,6,filler-oi
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6629,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,8,bulgarian,NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw eleven pictures of the assault in the locker.,NA,1,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,6,filler-oi
2438,The judge asks:|The witness responds:,3537,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),DID,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,Did you see only ten pictures of the assault in the locker?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,7,filler-plau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),SUP,Graduated High School,1628637287982,277,female,8,bulgarian,Next,NA,NA,,399|190|215|174|206|183|174|182|182|167|174|159,Next,I | saw | at | most | ten | pictures | of | the | assault | in | the | locker.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5941,fill_answer,7,filler-plau
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",9066,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,8,bulgarian,NA,not justifiable at all,strongly justifiable,The witness thinks the number of pictures she saw in the locker is comparably low.,NA,5,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,7,filler-plau
2438,The judge asks:|The witness responds:,6044,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),HOWMANY,Graduated High School,1628637287982,277,female,4,bulgarian,Next,NA,NA,How many children did you approximately find while trying to escape the fire?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,8,filler-implau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,4,bulgarian,Next,NA,NA,,158|199|350|214|175|206|134|190|175|198|190|176,Next,I | found | less | than | ten | children | while | trying | to | escape | the | fire.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,5844,fill_answer,8,filler-implau
2438,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6882,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),NA,Graduated High School,1628637287982,277,female,4,bulgarian,NA,not justifiable at all,strongly justifiable,The witness thinks the number of children she found trying to escape the fire is comparably high.,NA,5,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_conclusion,8,filler-implau
2438,The judge asks:|The witness responds:,4383,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),POLAR,Graduated High School,1628637287982,277,female,4,bulgarian,Next,NA,NA,Did you certainly find less than ten children while trying to escape the fire?,NA,Next,NA,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,NA,fill_question,9,filler-implau
2438,,NA,24,Some of the sentences weren't understandable enough for me (answers like comparably low/high when the question wasn't about numbers). Sometimes I did forget the last sentence and couldn't really concentrate on the present one. It would've been helpful for me if I saw all 3 sentences at once. At the end I couldn't concentrate well because I was excited about ending the experiment (took too long and the sentences were all identical). Happy that I made it :),COMP,Graduated High School,1628637287982,277,female,4,bulgarian,Next,NA,NA,,197|183|174|175|174|158|167|198|158|182|190|143|2492,Next,I  | only | found | less | than | ten | children | while | trying | to | escape | the | fire.,Wed Aug 11 2021 00:37:24 GMT+0200 (Mitteleuropäische Sommerzeit),1628635044366,37.3936,7215,fill_answer,9,filler-implau
