submission_id,QUD,RT,age,comments,condition,education,endTime,experiment_id,gender,id,languages,option1,optionLeft,optionRight,question,reaction_times,response,sentence,startDate,startTime,timeSpent,time_spent,trial_name,trial_number,type
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",8899,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,8,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw eleven pictures of the assault in the locker.,NA,1,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,3,filler-oi
2778,The judge asks:|The witness responds:,10585,35,Nice to be ready ;),POLAR,Higher Degree,1629672760595,277,female,2,"German, Italian",Next,NA,NA,Did you see at most ten of the balloons flying in the air?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,4,filler-plau
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,2,"German, Italian",Next,NA,NA,,405|472|507|472|450|428|540|483|372|427|394|360|428,Next,I | saw | only | at | most | ten | of | the | balloons | flying | in | the | air.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,8764,fill_answer,4,filler-plau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",7144,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,2,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of the balloons she saw in the air is comparably low.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,4,filler-plau
2778,The judge asks:|The witness responds:,24592,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,9,"German, Italian",Next,NA,NA,How many drug addicts did you approximately see at the party?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,5,filler-implau
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,9,"German, Italian",Next,NA,NA,,348|427|485|449|462|956|427|462|337|529,Next,I | saw | at | most | ten | drug | addicts | at | the | party.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,9349,fill_answer,5,filler-plau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",12264,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,9,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of drug addicts she saw at the party is comparably high.,NA,4,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,5,filler-implau
2778,The judge asks:|The witness responds:,14871,35,Nice to be ready ;),WHAT,Higher Degree,1629672760595,277,female,5,"German, Italian",Next,NA,NA,What did you approximately hear at this event?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,6,filler-plau
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,5,"German, Italian",Next,NA,NA,,416|394|495|461|427|473|506|418|483|708,Next,I | heard | at | most | ten | women | shouting | at | this | event.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7739,fill_answer,6,filler-plau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",23468,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,5,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of women she heard shouting at this event is comparably low.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,6,filler-plau
2778,The judge asks:|The witness responds:,11710,35,Nice to be ready ;),WHAT,Higher Degree,1629672760595,277,female,4,"German, Italian",Next,NA,NA,What did you find while trying to escape the fire?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,7,filler-implau
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,4,"German, Italian",Next,NA,NA,,495|427|394|495|484|1294|708|754|619|484|764|1025,Next,I | found | less | than | ten | children | while | trying | to | escape | the | fire.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,11273,fill_answer,7,filler-implau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",14827,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,4,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of children she found trying to escape the fire is comparably high.,NA,2,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,7,filler-implau
2778,The judge asks:|The witness responds:,7234,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,5,"German, Italian",Next,NA,NA,How many women did you approximately hear shouting at this event?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,8,filler-plau
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,5,"German, Italian",Next,NA,NA,,540|371|349|483|574|450|360|416|372|697,Next,I | heard | less | than | ten | women | shouting | at | this | event.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7851,fill_answer,8,filler-plau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",8426,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,5,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of women she heard shouting at this event is comparably low.,NA,5,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,8,filler-plau
2778,The judge asks:|The witness responds:,47465,35,Nice to be ready ;),POLAR,Higher Degree,1629672760595,277,female,1,"German, Italian",Next,NA,NA,Did you approximately see less than ten of the bread slices on the kitchen counter?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,9,filler-ov
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,1,"German, Italian",Next,NA,NA,,472|383|484|427|382|339|359|394|394|405|404|440|483,Next,I | saw | less | than | ten | of | the | bread | slices | on | the | kitchen | counter.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,8785,fill_answer,9,filler-ov
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",9596,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,1,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw nine of the bread slices on the kitchen counter.,NA,4,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,9,filler-ov
2778,The judge asks:|The witness responds:,5975,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,9,"German, Italian",Next,NA,NA,How many drug addicts did you probably see at the party?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,10,filler-implau
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,9,"German, Italian",Next,NA,NA,,428|315|326|371|394|304|360|405|292|462,Next,I | saw | less | than | ten | drug | addicts | at | the | party.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7074,fill_answer,10,filler-implau
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6547,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,9,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness thinks the number of drug addicts she saw at the party is comparably high.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,10,filler-implau
2778,The judge asks:|The witness responds:,13085,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,How many corpses did you certainly find in the office?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,11,filler-oi
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,,450|349|394|337|326|293|383|326|540,Next,I | found | less | than | ten | corpses | in | the | office.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,6052,fill_answer,11,filler-oi
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",7595,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,3,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw eleven corpses at the office.,NA,1,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,11,filler-oi
2778,The judge asks:|The witness responds:,66702,35,Nice to be ready ;),POLAR,Higher Degree,1629672760595,277,female,1,"German, Italian",Next,NA,NA,Did you see at most ten of the bread slices on the kitchen counter?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,12,filler-oi
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,1,"German, Italian",Next,NA,NA,,381|395|405|393|405|372|326|281|315|316|292|371|867,Next,I | saw | at | most | ten | of | the | bread | slices | on | the | kitchen | counter.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,8696,fill_answer,12,filler-oi
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",13421,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,1,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw ten of the bread slices on the kitchen counter.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,12,filler-oi
2778,The judge asks:|The witness responds:,48523,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,4,"German, Italian",Next,NA,NA,How many of the robbers did you see in front of the bank?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,7,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,4,"German, Italian",next,NA,NA,,473|405|360|416|383|439|359|384|348|315|304|281|563,next,I | saw | at | most | ten | of | the | robbers | in | front | of | the | bank.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,10394,answer_view,7,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",18789,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,4,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the robbers she saw in front of the bank.,NA,2,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,7,main
2778,The judge asks:|The witness responds:,11350,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,How many of the shots did you hear coming from the school shooting?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,8,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,3,"German, Italian",next,NA,NA,,584|360|417|371|337|360|338|259|258|315|282|348|1160,next,I | heard | at | most | ten | of | the | shots | coming | from | the | school | shooting.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,9653,answer_view,8,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",9517,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,3,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the shots she heard coming from the school shooting.,NA,2,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,8,main
2778,The judge asks:|The witness responds:,396484,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,1,"German, Italian",Next,NA,NA,How many of the coins did you find in the wallet?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,9,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,1,"German, Italian",next,NA,NA,,483|439|450|438|383|382|765|282|438|372|439,next,I | found | at | most | ten | of | the | coins | in | the | wallet.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7997,answer_view,9,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",9044,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,1,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the coins she found in the wallet.,NA,4,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,9,main
2778,The judge asks:|The witness responds:,10091,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,5,"German, Italian",Next,NA,NA,How many of the bills did you see in the purse?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,10,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,5,"German, Italian",next,NA,NA,,404|282|405|417|371|325|259|226|247|225|450,next,I | saw | at | most | ten | of | the | bills | in | the | purse.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,6694,answer_view,10,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",9810,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,5,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the bills she saw in the purse.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,10,main
2778,The judge asks:|The witness responds:,9653,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,6,"German, Italian",Next,NA,NA,How many of the shot glasses did you find on the kitchen counter?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,11,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,6,"German, Italian",next,NA,NA,,281|269|327|315|304|269|270|270|293|361|337|258|361,next,I | saw | at | most | ten | of | the | shot | glasses | on | the | kitchen | counter.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7143,answer_view,11,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",11576,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,6,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the shot glasses she saw on the kitchen counter.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,11,main
2778,The judge asks:|The witness responds:,6694,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,2,"German, Italian",Next,NA,NA,How many of the pills did you find in the bag?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,question_view,12,main
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,2,"German, Italian",next,NA,NA,,337|315|338|405|393|338|315|281|293|292|417,next,I | found | at | most | ten | of | the | pills | in  | the | bag.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7796,answer_view,12,main
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",5716,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,2,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness doesn’t know exactly how many of the pills she found in the bag.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,conclusion_view,12,main
2778,The judge asks:|The witness responds:,5758,35,Nice to be ready ;),HOWMANY,Higher Degree,1629672760595,277,female,6,"German, Italian",Next,NA,NA,How many animals did you approximately see roaming in the forest?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,13,filler-oi
2778,,NA,35,Nice to be ready ;),SUP,Higher Degree,1629672760595,277,female,6,"German, Italian",Next,NA,NA,,438|361|371|405|450|371|1226|383|326|371,Next,I | saw | at | most | ten | animals | roamin | in | the | forest.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,7841,fill_answer,13,filler-oi
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",11002,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,6,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw eleven animals roaming in the forest.,NA,3,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,13,filler-oi
2778,The judge asks:|The witness responds:,16224,35,Nice to be ready ;),DID,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,Did you find only ten corpses in the office?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,14,filler-ov
2778,,NA,35,Nice to be ready ;),COMP,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,,438|461|439|619|427|642|405|360|382,Next,I | found | less | than | ten | corpses | in | the | office.,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,6535,fill_answer,14,filler-ov
2778,"Based on this, the judge concludes:|How justified is the judge in drawing that conclusion?",6255,35,Nice to be ready ;),NA,Higher Degree,1629672760595,277,female,3,"German, Italian",NA,not justifiable at all,strongly justifiable,The witness considers it possible that she saw nine corpses at the office.,NA,1,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_conclusion,14,filler-ov
2778,The judge asks:|The witness responds:,8955,35,Nice to be ready ;),WHAT,Higher Degree,1629672760595,277,female,3,"German, Italian",Next,NA,NA,What did you certainly find in the office?,NA,Next,NA,Sun Aug 22 2021 23:01:07 GMT+0200 (CEST),1629666067389,111.55343333333333,NA,fill_question,15,filler-oi
